Scheme Name	Net Asset Value
Motilal Oswal Ultra Short Term Fund Direct - IDCW Daily Reinvestment	10.9263
Motilal Oswal Ultra Short Term Fund Direct - IDCW Fortnightly Reinvestment	10.9582
Motilal Oswal Ultra Short Term Fund Direct - IDCW Quarterly Payout/Reinvestment	11.0925
Motilal Oswal Ultra Short Term Fund Direct - IDCW Weekly Reinvestment	10.9392
Motilal Oswal Ultra Short Term Fund Direct Plan - IDCW Monthly Payout/Reinvestment	10.9338
Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment	10.7585
Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment	10.7755
Motilal Oswal Ultra Short Term Fund Regular - IDCW Monthly Payout/Reinvestment	10.7603
Motilal Oswal Ultra Short Term Fund Regular - IDCW Quarterly Payout/Reinvestment	10.9154
Motilal Oswal Ultra Short Term Fund Regular - IDCW Weekly Reinvestment	10.7637
NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION	1114.1500
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - DAILY IDCW OPTION	1114.1500
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - MONTHLY IDCW Option	1022.6560
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option	1031.7557
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - WEEKLY IDCW OPTION	1092.8294
NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option	1013.5157
NIPPON INDIA ULTRA SHORT DURATION FUND - QUARTERLY IDCW Option	1023.6670
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DAILY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - DAILY IDCW Option	0.0000
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - WEEKLY IDCW Option	0.0000
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - WEEKLY IDCW Option	0.0000
NIPPON INDIA ULTRA SHORT DURATION FUND - WEEKLY IDCW OPTION	1092.7122
Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option	3859.8300
Nippon India Ultra Short Duration Fund- Growth Option	3548.0782
PGIM India Ultra Short Duration Fund - Daily Dividend	10.0203
PGIM India Ultra Short Duration Fund - Direct Plan - Daily Dividend	10.0179
PGIM India Ultra Short Duration Fund - Direct Plan - Growth	31.1692
PGIM India Ultra Short Duration Fund - Direct Plan - Monthly Dividend	12.1278
PGIM India Ultra Short Duration Fund - Direct Plan - Weekly Dividend	10.2741
PGIM India Ultra Short Duration Fund - Growth	30.1661
PGIM India Ultra Short Duration Fund - Monthly Dividend	13.0278
PGIM India Ultra Short Duration Fund - Regular Plan - Daily Dividend	10.0215
PGIM India Ultra Short Duration Fund - Regular Plan - Growth	34.2452
PGIM India Ultra Short Duration Fund - Regular Plan - Monthly Dividend	10.5275
PGIM India Ultra Short Duration Fund - Regular Plan - Weekly Dividend	10.5017
PGIM India Ultra Short Duration Fund - Weekly Dividend	10.0856
PGIM India Ultra Short Term Fund - Annual Bonus	20.9045
PGIM India Ultra Short Term Fund - Annual Dividend	10.7885
PGIM India Ultra Short Term Fund - Bonus	16.1171
PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus	15.3662
PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend	11.11
PGIM India Ultra Short Term Fund - Direct Plan - Bonus	18.2209
PGIM India Ultra Short Term Fund - Direct Plan - Dividend	15.25
PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus	12.7173
PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend	11.2976
PGIM India Ultra Short Term Fund - Dividend	16.077
PGIM India Ultra Short Term Fund - Monthly Bonus	13.9637
PGIM India Ultra Short Term Fund - Quarterly Dividend	11.5762
PGIM India Ultra Short Term Fund - Regular Plan - Bonus	16.6686
SBI Magnum Ultra Short Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1987.0366
SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH	5313.9914
SBI Magnum Ultra Short Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1273.8521
SBI Magnum Ultra Short Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1974.8867
SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH	5243.2302
SBI Magnum Ultra Short Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1265.8473
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan Fortnightly IDCW	1061.6365
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan IDCW Daily	1006.1763
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan Quarterly IDCW	1119.9393
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Monthly	1063.1429
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option	2555.1140
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan IDCW Weekly	1020.1955
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Daily Income Distribution CUM Capital Withdrawal Option	1005.4300
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Growth Option	2396.6054
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Monthly Income Distribution CUM Capital Withdrawal Option	1062.2839
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Weekly Income Distribution CUM Capital Withdrawal Option	1019.9940
Sundaram Ultra Short Duration Fund (Formerly Known as Prinicpal Ultra Short Term Fund) Regular Plan Fortnightly IDCW	1060.8440
Sundaram Ultra Short Duration Fund (Formerly Known as Prinicpal Ultra Short Term Fund) Regular Plan Quarterly IDCW	1096.7508
TATA Ultra Short Term Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option  	13.0473
TATA Ultra Short Term Fund Direct Plan - Weekly Reinvestment of Income Distribution cum capital withdrawal option   	10.4046
TATA Ultra Short Term Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option  	12.5296
TATA Ultra Short Term Fund Regular Plan -Weekly Reinvestment of Income Distribution cum capital withdrawal option  	10.3778
TATA Ultra Short Term Fund-Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option 	13.0473
TATA Ultra Short Term Fund-Direct Plan - Weekly Payout of Income Distribution cum capital withdrawal option 	10.4046
Tata Ultra Short Term Fund-Direct Plan-Growth	12.9660
TATA Ultra Short Term Fund-Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option 	12.5296
TATA Ultra Short Term Fund-Regular Plan - Weekly Payout of Income Distribution cum capital withdrawal option 	10.3778
Tata Ultra Short Term Fund-Regular Plan-Growth	12.5257
UTI - Ultra Short Term Fund - Direct Plan - Growth Option	3965.44
UTI - Ultra Short Term Fund - Discontinued - INSTN GROWTH OPTION	2671.0206
UTI - Ultra Short Term Fund - Discontinued - INSTN PLAN - PERIODIC DIVIDEND OPTION	1003.5556
UTI - Ultra Short Term Fund - Regular Plan - Growth Option	3735.56
UTI Ultra Short Term Fund - Direct Plan - Annual IDCW	1247.31
UTI Ultra Short Term Fund - Direct Plan - Daily IDCW (Reinvestment)	1319.2358
UTI Ultra Short Term Fund - Direct Plan - Flexi IDCW	1923.9339
UTI Ultra Short Term Fund - Direct Plan - Fortnightly IDCW	1324.6578
UTI Ultra Short Term Fund - Direct Plan - Half-Yearly IDCW	1257.3063
UTI Ultra Short Term Fund - Direct Plan - Monthly IDCW	1113.6042
UTI Ultra Short Term Fund - Direct Plan - Quarterly IDCW	1646.4967
UTI Ultra Short Term Fund - Direct Plan - Weekly IDCW (Reinvestment)	1083.2735
UTI Ultra Short Term Fund - Regular Plan - Annual IDCW	1222.4092
UTI Ultra Short Term Fund - Regular Plan - Daily IDCW (Reinvestment)	1046.1477
UTI Ultra Short Term Fund - Regular Plan - Flexi IDCW	1442.052
UTI Ultra Short Term Fund - Regular Plan - Fortnightly IDCW	1320.468
UTI Ultra Short Term Fund - Regular Plan - Half-Yearly IDCW	1206.0194
UTI Ultra Short Term Fund - Regular Plan - Monthly IDCW	1040.8731
UTI Ultra Short Term Fund - Regular Plan - Quarterly IDCW	1168.9901
UTI Ultra Short Term Fund - Regular Plan - Weekly IDCW (Reinvestment)	1196.4354
WhiteOak Capital Ultra Short Term Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.6525
WhiteOak Capital Ultra Short Term Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.8440
WhiteOak Capital Ultra Short Term Fund- Direct plan-Growth Option	1235.9549
WhiteOak Capital Ultra Short Term Fund- Direct plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.4241
WhiteOak Capital Ultra Short Term Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1002.2390
WhiteOak Capital Ultra Short Term Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.6477
WhiteOak Capital Ultra Short Term Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.8232
WhiteOak Capital Ultra Short Term Fund- Regular plan-Growth Option	1205.9636
WhiteOak Capital Ultra Short Term Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1003.6828
WhiteOak Capital Ultra Short Term Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1002.8168
Invesco India Contra Fund - Direct Plan - Growth	103.14
Invesco India Contra Fund - Direct Plan - IDCW (Payout / Reinvestment)	48.08
Invesco India Contra Fund - Growth	89.9
Invesco India Contra Fund - IDCW (Payout / Reinvestment)	36.69
Kotak India EQ Contra Fund - Growth	100.105
Kotak India EQ Contra Fund - Growth - Direct	115.158
Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option	34.506
Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option- Direct	40.979
SBI CONTRA FUND - DIRECT PLAN - GROWTH	291.8127
SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	61.5855
SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	47.1469
SBI CONTRA FUND - REGULAR PLAN -GROWTH	271.8889
Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan	339.87
Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan	314.17
Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW	38.4
Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW	21.49
Templeton India Equity Income Fund - Direct - Growth	104.2461
Templeton India EQUITY INCOME FUND - Direct - IDCW 	23.8047
Templeton India EQUITY INCOME FUND - IDCW 	21.4159
Templeton India Equity Income Fund-Growth Plan	96.7319
HDFC Dividend Yield Fund - Growth Option Direct Plan	18.769
HDFC Dividend Yield Fund - Growth Plan	17.988
HDFC Dividend Yield Fund - IDCW Option Direct Plan	17.505
HDFC Dividend Yield Fund - IDCW Plan	16.688
ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option	36.91
ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option	20.17
ICICI Prudential Dividend Yield Equity Fund Growth Option	33.91
ICICI Prudential Dividend Yield Equity Fund IDCW Option	16.78
LIC MF Dividend Yield Fund-Direct Plan-Growth	20.83
LIC MF Dividend Yield Fund-Direct Plan-IDCW	20.83
LIC MF Dividend Yield Fund-Regular Plan-Growth	19.68
LIC MF Dividend Yield Fund-Regular Plan-IDCW	19.68
SBI Dividend Yield Fund - Direct Plan - Growth	11.3829
SBI Dividend Yield Fund - Direct Plan - Income Distribution cum Capital Withdrawal (IDCW) Option	11.3829
SBI Dividend Yield Fund - Regular Plan - Growth	11.3238
SBI Dividend Yield Fund - Regular Plan - Income Distribution cum Capital Withdrawal (IDCW) Option	11.3240
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option	105.1205
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option	54.1645
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Plan	33.1426
Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan	98.6557
Tata Dividend Yield Fund-Direct Plan-Growth	13.9669
Tata Dividend Yield Fund-Direct Plan-IDCW Payout	13.9669
Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment	13.9669
Tata Dividend Yield Fund-Regular Plan-Growth	13.3902
Tata Dividend Yield Fund-Regular Plan-IDCW Payout	13.3902
Tata Dividend Yield Fund-Regular Plan-IDCW Reinvestment	13.3902
UTI Dividend Yield Fund - Direct Plan - IDCW	28.6171
UTI Dividend Yield Fund - Regular Plan - IDCW	24.3302
UTI-Dividend Yield Fund.-Growth	120.1125
UTI-Dividend Yield Fund.-Growth-Direct	128.1878
360 ONE ELSS Nifty 50 Tax Saver Index Fund - Direct Plan - Growth	10.7241
360 ONE ELSS Nifty 50 Tax Saver Index Fund - Direct Plan - IDCW Payout	10.7241
360 ONE ELSS Nifty 50 Tax Saver Index Fund - Regular Plan - Growth	10.7061
360 ONE ELSS Nifty 50 Tax Saver Index Fund - Regular Plan - IDCW Payout	10.7061
Aditya Birla Sun Life ELSS Tax Relief '96 - Growth - Direct Plan	48.83
Aditya Birla Sun Life ELSS Tax Relief '96 - Growth Option	44.37
Aditya Birla Sun Life ELSS Tax Relief '96 -DIRECT - IDCW	336.77
Aditya Birla Sun Life ELSS Tax Relief '96 -Regular - IDCW	167.63
Axis Long Term Equity Fund - Direct Plan - Growth Option	78.8146
Axis Long Term Equity Fund - Direct Plan - IDCW	47.2595
Axis Long Term Equity Fund - Regular Plan - Growth	70.7684
Axis Long Term Equity Fund - Regular Plan - IDCW	22.4199
BANDHAN Tax Advantage (ELSS) Fund - Regular Plan - Growth	117.751
BANDHAN Tax Advantage (ELSS) Fund - Regular Plan - IDCW	29.387
BANDHAN Tax Advantage (ELSS) Fund-Direct Plan-Growth	132.420
BANDHAN Tax Advantage (ELSS) Fund-Direct Plan-IDCW	37.864
BANK OF INDIA Tax Advantage Fund-Direct Plan- Growth	130.85
BANK OF INDIA Tax Advantage Fund-Direct Plan-IDCW	52.26
BANK OF INDIA Tax Advantage Fund-ECO Plan-Growth	123.49
BANK OF INDIA Tax Advantage Fund-ECO Plan-IDCW	20.50
BANK OF INDIA Tax Advantage Fund-Regular Plan- Growth	114.71
BANK OF INDIA Tax Advantage Fund-Regular Plan-IDCW	22.10
BARODA BNP PARIBAS ELSS Fund - Direct Plan - Growth Option	72.4573
BARODA BNP PARIBAS ELSS Fund - Direct Plan - IDCW Option	23.5147
BARODA BNP PARIBAS ELSS Fund - Regular - Growth Option	65.7569
BARODA BNP PARIBAS ELSS Fund- Regular - IDCW Option	18.9593
CANARA ROBECO EQUITY TAX SAVER FUND - DIRECT PLAN - GROWTH OPTION	140.6800
CANARA ROBECO EQUITY TAX SAVER FUND - DIRECT PLAN - IDCW (Payout)	63.4600
CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN - GROWTH OPTION	128.6500
CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN -IDCW (Payout)	40.0300
DSP Tax Saver Fund - Direct Plan - Growth	103.579
DSP Tax Saver Fund - Direct Plan - IDCW	66.132
DSP Tax Saver Fund - Regular Plan - Growth	94.899
DSP Tax Saver Fund - Regular Plan - IDCW	19.871
Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option	92.02
Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option	80.27
Edelweiss Long Term Equity Savings Fund (Tax Savings) - Direct Plan - IDCW Option	31.49
Edelweiss Long Term Equity Savings Fund (Tax Savings) - Regular Plan - IDCW Option	21.86
Franklin India TAXSHIELD - Direct - Growth	1133.5167
Franklin India TAXSHIELD - Direct - IDCW 	61.1952
Franklin India TAXSHIELD - IDCW 	53.3794
Franklin India Taxshield-Growth	1031.8478
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option	16.08
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option	16.1
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout)	14.62
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option	14.62
HDFC Long Term Advantage Plan - Growth Option - Direct Plan	625.385
HDFC Long Term Advantage Plan - Growth Plan	595.168
HDFC Long Term Advantage Plan - IDCW Option - Direct Plan	57.515
HDFC Long Term Advantage Plan - IDCW Plan	51.722
HDFC Taxsaver - Growth Option - Direct Plan	997.887
HDFC Taxsaver - Growth Plan	934.766
HDFC Taxsaver - IDCW Option - Direct Plan	77.653
HDFC Taxsaver - IDCW Plan	60.77
HSBC ELSS Fund - Direct Growth	97.0211
HSBC ELSS Fund - Direct IDCW Payout	34.2298
HSBC ELSS Fund - Regular Growth	90.333
HSBC ELSS Fund - Regular IDCW Payout	24.7899
HSBC Tax Saver Equity Fund - Growth	63.43
HSBC Tax Saver Equity Fund - Growth Direct	70.0777
HSBC Tax Saver Equity Fund - IDCW	27.6131
HSBC Tax Saver Equity Fund - IDCW Direct Plan	30.0921
ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth	737.21
ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  IDCW	38.23
ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth	672.24
ICICI Prudential Long Term Equity Fund (Tax Saving)- IDCW	21.94
Invesco India Tax Plan - Direct Plan - Growth	103.46
Invesco India Tax Plan - Direct Plan - IDCW (Payout / Reinvestment)	29
Invesco India Tax Plan - Growth	89.42
Invesco India Tax Plan - IDCW (Payout / Reinvestment)	24.06
ITI Long Term Equity Fund - Direct Plan - Growth Option	17.5863
ITI Long Term Equity Fund - Direct Plan - IDCW Option	16.8369
ITI Long Term Equity Fund - Regular Plan - Growth Option	16.2172
ITI Long Term Equity Fund - Regular Plan - IDCW Option	15.5079
JM Tax Gain Fund (Direct) - Growth Option	37.9042
JM Tax Gain Fund (Direct) - IDCW	36.9697
JM Tax Gain Fund (Regular) - Growth option	33.9487
JM Tax Gain Fund (Regular) - IDCW	33.9483
